team,conf,fg_pct,fg_pct_rk,ft_pct,ft_pct_rk,fg2_pct,fg2_pct_rk,fg3_pct,fg3_pct_rk,ts_pct,ts_pct_rk,ast_rate,ast_rate_rk,fg3_rate,fg3_rate_rk,to_rate,to_rate_rk,ft_rate,ft_rate_rk,orb_rate,orb_rate_rk
Texas A&M,SEC,0.3542600896860987,11,0.6932515337423313,110,0.3893129770992366,13,0.270516717325228,26,0.4390356314166746,13,0.5670886075949367,225,0.295067264573991,81,0.2097410263495014,111,0.29237668161434976,208,0.22745098039215686,4
Houston,B12,0.4292929292929293,276,0.7555555555555555,313,0.4766355140186916,266,0.3072289156626506,153,0.5226174791392183,286,0.5509803921568628,184,0.27946127946127947,44,0.2583867115405493,7,0.3409090909090909,304,0.35684647302904565,305
North Texas,Amer,0.36741479634247715,30,0.636963696369637,7,0.43114543114543114,105,0.2511737089201878,6,0.44300766283524906,15,0.5067873303167421,82,0.3541147132169576,260,0.19368619216566504,181,0.2518703241895262,99,0.3181242078580482,200
UT Arlington,WAC,0.4117647058823529,210,0.6864197530864198,89,0.43929912390488113,130,0.35294117647058826,311,0.5091770278271166,246,0.6356107660455487,333,0.3188405797101449,155,0.1880783559668309,219,0.3452685421994885,309,0.3466666666666667,282
Texas,B12,0.3867219917012448,93,0.6991150442477876,137,0.42258440046565776,73,0.2976878612716763,102,0.4696638506528032,76,0.5042918454935622,77,0.2871369294605809,61,0.2576528374703973,9,0.2813278008298755,176,0.26903553299492383,45
BYU,B12,0.38256087981146897,81,0.7244318181818182,236,0.41211401425178146,44,0.3248259860788863,231,0.47938202089811466,103,0.5400410677618069,157,0.33857030636292224,208,0.15454028705414238,342,0.27651217596229377,161,0.2524154589371981,23
Southern Utah,WAC,0.44329896907216493,321,0.7204301075268817,223,0.4928977272727273,301,0.34710743801652894,296,0.534981845077999,315,0.5391120507399577,155,0.3402061855670103,211,0.14758984352610763,350,0.2614807872539831,125,0.3076923076923077,167
Utah,P12,0.40599455040871935,181,0.6956521739130435,117,0.44328552803129073,145,0.3203592814371258,212,0.4828647479620695,125,0.5257270693512305,122,0.3033605812897366,101,0.21435106522023264,97,0.2089009990917348,23,0.21897810218978103,3
James Madison,SB,0.3669421487603306,28,0.721875,230,0.41832669322709165,63,0.28227571115973743,53,0.46194847497779096,53,0.48873873873873874,54,0.3776859504132231,318,0.13786060760786317,355,0.2644628099173554,130,0.2312579415501906,6
Richmond,A10,0.37230081906180196,45,0.6989247311827957,136,0.4129181084198385,48,0.29831932773109243,106,0.45607739329767494,39,0.512,93,0.35443037974683544,262,0.18603256402852128,231,0.20774385703648549,22,0.32060185185185186,206
Virginia,ACC,0.38621794871794873,91,0.7061855670103093,164,0.43611793611793614,121,0.2926267281105991,79,0.48106744107364385,114,0.5954356846473029,280,0.34775641025641024,242,0.1821619627375023,247,0.3108974358974359,257,0.26354679802955666,37
Virginia Tech,ACC,0.3673469387755102,29,0.7476340694006309,303,0.4043321299638989,32,0.2782608695652174,42,0.45496700824033814,37,0.41435185185185186,6,0.29336734693877553,73,0.16396776571675523,321,0.2695578231292517,147,0.25392670157068065,26
Vermont,AE,0.38207547169811323,77,0.6987951807228916,135,0.4226267880364109,75,0.27491408934707906,32,0.4548719176442423,35,0.42962962962962964,11,0.27452830188679245,32,0.18187414309297967,251,0.2349056603773585,61,0.28378378378378377,88
Washington,P12,0.35648148148148145,13,0.691358024691358,101,0.3949129852744311,19,0.2702702702702703,25,0.4330536177669935,8,0.4623376623376623,28,0.30833333333333335,122,0.1757042057892105,282,0.225,41,0.26657263751763044,41
Washington St.,P12,0.3698738170347003,37,0.7474747474747475,300,0.3852721451440768,8,0.32628398791540786,242,0.45328452540967196,31,0.4840085287846482,49,0.2610410094637224,19,0.18190538580319124,250,0.23422712933753942,59,0.30295566502463056,148
Marquette,BE,0.3989547038327526,151,0.6973180076628352,124,0.4321608040201005,109,0.32386363636363635,226,0.4798707674764816,105,0.5131004366812227,95,0.30662020905923343,117,0.2041793753623554,130,0.2273519163763066,46,0.23687943262411348,9
Milwaukee,Horz,0.3993115318416523,153,0.7348703170028819,267,0.44627054361567636,158,0.2991913746630728,109,0.4906136854595795,153,0.5495689655172413,177,0.3192771084337349,156,0.17969900416801857,263,0.29862306368330466,228,0.3020689655172414,144
Wisconsin,B10,0.38734177215189874,96,0.7,140,0.41733333333333333,60,0.335632183908046,265,0.48471318298774024,130,0.6034858387799564,296,0.3670886075949367,299,0.17536195706440338,284,0.2616033755274262,126,0.32421875,217
Marshall,SB,0.4531392174704277,334,0.6556962025316456,19,0.49586776859504134,310,0.30952380952380953,164,0.5236486486486487,289,0.4799196787148594,41,0.22929936305732485,3,0.23683894951433027,31,0.359417652411283,329,0.37481031866464337,330
West Virginia,B12,0.38063279002876316,67,0.7147335423197492,206,0.4387186629526462,128,0.2523076923076923,7,0.46646836127636554,65,0.4811083123425693,45,0.311601150527325,131,0.2949307657475154,1,0.3058485139022052,243,0.3083969465648855,172
Fresno St.,MWC,0.45956607495069035,342,0.7079037800687286,175,0.49791955617198336,316,0.3651877133105802,323,0.5450772302196071,336,0.47639484978540775,38,0.28895463510848124,64,0.21457456466121977,95,0.2869822485207101,192,0.2918825561312608,107
Pacific,WCC,0.39644970414201186,141,0.7064220183486238,166,0.4312039312039312,106,0.31978319783197834,209,0.4849722657663089,135,0.5927505330490405,273,0.31191885038038886,132,0.18839303190448228,215,0.2764158918005072,160,0.29512893982808025,121
Indiana St.,MVC,0.41356255969436484,218,0.7089552238805971,180,0.4667630057803468,229,0.30985915492957744,166,0.5151648854462856,262,0.5519630484988453,192,0.3390639923591213,210,0.19844388557057527,160,0.3839541547277937,341,0.31722054380664655,196
Stonehill,NEC,0.43654001616814875,302,0.6549295774647887,17,0.49598163030998854,311,0.29508196721311475,90,0.5044201004434785,215,0.5351851851851852,145,0.29587712206952305,84,0.17803688682889146,271,0.22958771220695232,49,0.3587257617728532,308
Lipscomb,ASun,0.40145985401459855,158,0.7142857142857143,204,0.4487534626038781,168,0.31016042780748665,169,0.4896720718350163,150,0.475,35,0.34124087591240876,216,0.17277501156368189,294,0.2490875912408759,93,0.2903225806451613,105
Georgia Southern,SB,0.3813632441760138,70,0.6898263027295285,100,0.41605839416058393,55,0.29673590504451036,101,0.47219228927203066,85,0.48642533936651583,53,0.2907679033649698,69,0.21546156917079587,90,0.34771354616048317,314,0.32287581699346407,213
UT Rio Grande Valley,WAC,0.4264705882352941,265,0.7365079365079366,274,0.47162162162162163,244,0.33045977011494254,251,0.5197293331159303,277,0.5495689655172413,177,0.31985294117647056,159,0.19281389839431431,187,0.28952205882352944,201,0.3291731669266771,244
Jacksonville,ASun,0.4398826979472141,311,0.7096774193548387,183,0.5007342143906021,324,0.31871345029239767,206,0.5363703778609229,319,0.5422222222222223,163,0.3343108504398827,192,0.22826595910722647,51,0.36363636363636365,332,0.38803418803418804,344
Old Dominion,SB,0.37124463519313305,39,0.6857142857142857,87,0.42880258899676377,98,0.25796178343949044,11,0.47076448156891226,81,0.5115606936416185,90,0.3369098712446352,201,0.2539962069899756,10,0.4130901287553648,351,0.29264475743348983,109
Long Beach St.,BW,0.3806672369546621,68,0.7103064066852368,187,0.44015444015444016,134,0.2627551020408163,15,0.4702477844094773,79,0.5056179775280899,80,0.33532934131736525,194,0.20681905126243305,120,0.30710008554319934,248,0.3689064558629776,326
UC Irvine,BW,0.3987473903966597,149,0.7084870848708487,178,0.44426229508196724,151,0.31896551724137934,207,0.4952471129924622,173,0.5732984293193717,243,0.36325678496868474,288,0.2607669292635393,5,0.2828810020876827,181,0.29471890971039183,117
San Diego,WCC,0.4368231046931408,305,0.711038961038961,188,0.4634760705289673,213,0.36942675159235666,326,0.5239159804426146,292,0.6157024793388429,309,0.2833935018050541,52,0.19488255250822262,176,0.2779783393501805,165,0.32407407407407407,216
UC Davis,BW,0.4166666666666667,235,0.6885245901639344,97,0.4338235294117647,115,0.3782894736842105,331,0.5053327957777453,224,0.5560975609756098,201,0.3089430894308943,124,0.18149637007259856,254,0.24796747967479674,90,0.28217821782178215,80
Idaho St.,BSky,0.3644859813084112,21,0.7073170731707317,172,0.40933572710951527,38,0.30295566502463056,131,0.48251226274258896,124,0.6125356125356125,307,0.4215991692627207,352,0.2015099052051995,144,0.38317757009345793,339,0.30627871362940273,162
DePaul,BE,0.43425995492111197,295,0.6895522388059702,99,0.47392290249433106,259,0.35634743875278396,315,0.5232007575757576,287,0.5934256055363322,276,0.3373403456048084,205,0.21628498727735368,87,0.2516904583020286,98,0.27490542244640603,63
Louisiana Lafayette,SB,0.42013422818791946,247,0.6946564885496184,116,0.49072164948453606,299,0.28846153846153844,69,0.5132050030222718,258,0.5654952076677316,221,0.348993288590604,246,0.22025233848161846,72,0.3516778523489933,317,0.3490364025695932,291
Maine,AE,0.4119718309859155,213,0.6678082191780822,34,0.45533498759305213,187,0.30606060606060603,148,0.4871567759078831,144,0.5576923076923077,207,0.2904929577464789,68,0.18655756265760898,230,0.25704225352112675,106,0.24466571834992887,15
Iona,MAAC,0.4100185528756957,193,0.6781115879828327,65,0.45006657789613846,172,0.3180428134556575,202,0.4853793243655338,139,0.5904977375565611,270,0.3033395176252319,100,0.16660548386185864,316,0.21614100185528756,30,0.32432432432432434,219
Niagara,MAAC,0.4692107545533391,349,0.71900826446281,219,0.5249088699878494,346,0.3303030303030303,249,0.5633400685232364,353,0.6487985212569316,340,0.2862098872506505,57,0.28219195358809435,2,0.419774501300954,352,0.379746835443038,336
Lafayette,Pat,0.41518275538894095,229,0.7117437722419929,191,0.45938375350140054,201,0.32577903682719545,237,0.5043506013572532,214,0.5959367945823928,281,0.33083411433926896,185,0.18485047650345052,236,0.2633552014995314,128,0.32973805855161786,248
Coastal Carolina,SB,0.41935483870967744,246,0.682648401826484,78,0.47354497354497355,257,0.3347107438016529,264,0.5238288011614272,291,0.5192307692307693,105,0.3903225806451613,336,0.19632920481062646,171,0.3532258064516129,320,0.36909323116219667,327
Cleveland St.,Horz,0.3842556508183944,85,0.7212121212121212,228,0.4271604938271605,91,0.3107822410147992,172,0.479974793446296,107,0.6024340770791075,294,0.3686671862821512,305,0.22134990731654128,66,0.2572096648480125,108,0.30170316301703165,143
Texas St.,SB,0.40609137055837563,182,0.7098976109215017,184,0.4651851851851852,220,0.27741935483870966,39,0.49105860384946853,155,0.4925,61,0.3147208121827411,146,0.22907842648727955,48,0.29746192893401013,223,0.3486088379705401,289
Utah St.,MWC,0.42490494296577946,259,0.6938110749185668,112,0.48205928237129486,281,0.3357664233576642,267,0.5243959968999562,293,0.6420581655480985,337,0.3906844106463878,337,0.16289631050434392,324,0.29182509505703425,205,0.36419753086419754,319
Eastern Washington,BSky,0.3798604187437687,63,0.7560975609756098,314,0.4090909090909091,37,0.30324909747292417,134,0.470653867951261,80,0.5118110236220472,92,0.2761714855433699,38,0.21265024960258805,101,0.28614157527417744,188,0.2815384615384615,78
Alabama,SEC,0.3751987281399046,55,0.6916167664670658,103,0.41405405405405404,50,0.2672672672672673,19,0.449834870743651,22,0.5084745762711864,85,0.2647058823529412,26,0.22717771568131312,54,0.2655007949125596,134,0.3269230769230769,232
Kennesaw St.,ASun,0.4305835010060362,282,0.6754966887417219,58,0.481981981981982,280,0.32621951219512196,241,0.517801363055516,271,0.5771028037383178,248,0.3299798792756539,180,0.20072630294776858,152,0.3038229376257545,241,0.30247933884297523,145
Evansville,MVC,0.47320754716981134,350,0.7200956937799043,221,0.5356394129979035,348,0.31266846361185985,182,0.5537072873313363,348,0.5039872408293461,76,0.28,47,0.16445911225303445,320,0.3154716981132075,263,0.3302013422818792,250
Mississippi St.,SEC,0.3748180494905386,52,0.6678700361010831,35,0.4127332601536773,47,0.3002159827213823,118,0.4525764098724496,28,0.537864077669903,149,0.3369723435225619,202,0.17440448594829677,285,0.20160116448326054,16,0.2834467120181406,87
Army,Pat,0.4454443194600675,323,0.7306122448979592,253,0.4953125,308,0.3172690763052209,199,0.526685393258427,297,0.5934343434343434,277,0.28008998875140606,48,0.19535033903777851,175,0.27559055118110237,159,0.3038229376257545,150
UNC Wilmington,CAA,0.45189761694616065,332,0.6729857819905213,46,0.5183776932826363,341,0.29941860465116277,113,0.517604255041441,268,0.6015625,292,0.3036187113857017,104,0.18809940126106078,217,0.18623124448367168,10,0.40342679127725856,351
Illinois,B10,0.41081081081081083,197,0.7601476014760148,321,0.47099447513812154,241,0.2979274611398964,104,0.5015294002798477,205,0.5548245614035088,199,0.34774774774774775,241,0.1887489770597397,212,0.24414414414414415,77,0.27694610778443113,65
Texas A&M Corpus Chris,Slnd,0.3491189427312775,7,0.724,235,0.3980263157894737,22,0.25,5,0.43713163064833005,11,0.6088328075709779,304,0.3303964757709251,184,0.19206349206349208,191,0.2753303964757709,158,0.30258899676375406,146
Albany,AE,0.3614697120158888,17,0.729957805907173,250,0.4102941176470588,40,0.2599388379204893,13,0.44363256784968685,16,0.4807692307692308,43,0.3247269116186693,166,0.20468338486201765,126,0.23535253227408143,65,0.3091190108191654,177
Florida Gulf Coast,ASun,0.4326315789473684,289,0.6857142857142857,87,0.4650145772594752,218,0.3484848484848485,300,0.515281401416325,263,0.39416058394160586,3,0.27789473684210525,42,0.24539445928842638,19,0.29473684210526313,218,0.24655172413793103,16
Abilene Christian,WAC,0.44026548672566373,312,0.71698113207547165,215,0.5082568807339449,334,0.3370473537604457,271,0.5359578052302262,318,0.5628140703517588,218,0.3971238938053097,345,0.1847491988751553,238,0.2345132743362832,60,0.28679245283018867,97
Air Force,MWC,0.4551656920077973,337,0.7331460674157303,261,0.5,323,0.3357142857142857,266,0.5449671920449164,335,0.46466809421841543,30,0.2729044834307992,30,0.2283641298674183,50,0.3469785575048733,311,0.3445378151260504,277
Akron,MAC,0.40657276995305164,184,0.6351351351351351,6,0.45750708215297453,193,0.3064066852367688,150,0.4869314949298886,143,0.5796766743648961,254,0.3370892018779343,203,0.19199048159865878,193,0.27793427230046946,164,0.325,223
Alabama A&M,SWAC,0.40913705583756343,190,0.7357954545454546,271,0.44058744993324434,136,0.3093220338983051,162,0.4991753517914166,193,0.5037220843672456,75,0.23959390862944163,4,0.217050855839767,84,0.35736040609137054,327,0.3202614379084967,204
Alabama St.,SWAC,0.4404973357015986,313,0.7049891540130152,157,0.4817073170731707,278,0.3300653594771242,248,0.5343005929984047,314,0.5967741935483871,283,0.27175843694493784,29,0.16678789094830831,314,0.40941385435168737,349,0.4160475482912333,354
Alcorn St.,SWAC,0.3857442348008386,88,0.695852534562212,119,0.44370860927152317,147,0.2857142857142857,61,0.496960592509782,185,0.6032608695652174,295,0.3668763102725367,296,0.1850586493565653,235,0.4549266247379455,356,0.3489827856025039,290
Appalachian St.,SB,0.41147540983606556,208,0.7325301204819277,259,0.4502212389380531,173,0.30063291139240506,122,0.5001425923285328,196,0.4402390438247012,13,0.25901639344262295,18,0.21095859585958596,108,0.3401639344262295,300,0.32894736842105265,242
Arkansas Pine Bluff,SWAC,0.40638864241348716,183,0.7099056603773585,185,0.4394904458598726,131,0.3304093567251462,250,0.506257803221779,229,0.6069868995633187,301,0.3034605146406389,102,0.20320764788664047,132,0.3762200532386868,334,0.33428981348637016,257
Little Rock,OVC,0.42738589211618255,268,0.6851851851851852,85,0.4697885196374622,238,0.3344370860927152,263,0.5237454880033973,290,0.47572815533980584,36,0.3132780082987552,135,0.2301950528495151,44,0.3921161825726141,345,0.3338842975206612,255
Arkansas St.,SB,0.42088934850051707,250,0.7416666666666667,293,0.488135593220339,293,0.3156498673740053,190,0.5179004288644415,272,0.5601965601965602,213,0.38986556359875907,335,0.19146690788481835,197,0.2481902792140641,91,0.2879045996592845,98
Austin Peay,ASun,0.3944223107569721,130,0.6987179487179487,134,0.41748942172073344,61,0.3389830508474576,274,0.48629608860227114,140,0.5075757575757576,83,0.29382470119521914,76,0.1975700987147397,165,0.3107569721115538,256,0.30062305295950154,139
Ball St.,MAC,0.4367816091954023,304,0.66015625,24,0.48753894080996885,290,0.3333333333333333,261,0.5188661605773904,275,0.5909090909090909,271,0.329153605015674,176,0.24813023674295673,15,0.26750261233019856,140,0.265625,38
Belmont,MVC,0.3850267379679144,86,0.6941176470588235,113,0.4392523364485981,129,0.2761394101876676,35,0.46345811051693403,59,0.49074074074074076,58,0.3324420677361854,188,0.1816735181010476,252,0.22727272727272727,45,0.2865013774104683,95
Bethune Cookman,SWAC,0.39104477611940297,112,0.7275541795665634,241,0.43623188405797103,122,0.2920634920634921,75,0.4851279726619709,137,0.58269720101781175,257,0.31343283582089554,136,0.21544059311137254,91,0.32139303482587067,276,0.32643312101910826,228
Binghamton,AE,0.4281496062992126,272,0.6279761904761905,2,0.46433203631647213,214,0.3142857142857143,185,0.49749106406378885,186,0.40229885057471265,4,0.24114173228346455,6,0.1762407632852977,279,0.33070866141732286,288,0.34726688102893893,284
Bucknell,Pat,0.4124890061565523,214,0.6920152091254753,105,0.4657534246575342,224,0.2844311377245509,59,0.4849447602018009,134,0.5628997867803838,219,0.2937554969217238,75,0.16190323271248128,328,0.23131046613896217,54,0.3343065693430657,258
Buffalo,MAC,0.3922924901185771,121,0.6746575342465754,55,0.4555735056542811,188,0.2926208651399491,78,0.48488355780022446,132,0.6171284634760705,311,0.3883399209486166,334,0.17742773065604986,275,0.2885375494071146,197,0.33181818181818185,253
Butler,BE,0.4295051353874883,278,0.6743119266055045,53,0.47192513368983957,249,0.33126934984520123,255,0.5030336269838549,212,0.5847826086956521,261,0.30158730158730157,95,0.18048766784650822,258,0.20354808590102708,17,0.30128205128205127,141
Campbell,CAA,0.3857302118171683,87,0.7094017094017094,181,0.44390243902439025,149,0.25886524822695034,12,0.4655186207448298,63,0.48265895953757226,47,0.31438127090301005,143,0.16944084521080435,303,0.2608695652173913,122,0.2658450704225352,39
Canisius,MAAC,0.41120607787274455,201,0.7381818181818182,282,0.48484848484848486,287,0.26944444444444443,23,0.49659284497444633,183,0.5381062355658198,151,0.3418803418803419,217,0.18585298196948682,233,0.2611585944919278,124,0.2727272727272727,57
Central Arkansas,ASun,0.37256719184430026,46,0.709480122324159,182,0.40629095674967236,34,0.2911392405063291,72,0.4612063325919141,50,0.44776119402985076,15,0.2928637627432808,72,0.1646309806814766,319,0.3030583873957368,238,0.2867132867132867,96
Central Connecticut,NEC,0.4187102633969119,243,0.7207977207977208,225,0.468503937007874,234,0.30678466076696165,151,0.5093831644682342,247,0.5032537960954447,73,0.3079019073569482,120,0.204632421884899,127,0.3188010899182561,269,0.3897810218978102,346
UCF,B12,0.4072164948453608,187,0.6757679180887372,61,0.45788667687595713,196,0.3028391167192429,128,0.49321151676191166,164,0.5012658227848101,72,0.3268041237113402,168,0.20189989251372628,139,0.3020618556701031,236,0.29411764705882354,114
Central Michigan,MAC,0.4,154,0.7475728155339806,302,0.42,68,0.3621621621621622,321,0.5062356960429865,228,0.5467289719626168,170,0.34579439252336447,231,0.1756712418658063,283,0.288785046728972,198,0.3244444444444444,220
Charleston Southern,BSth,0.4151593453919035,228,0.7291666666666666,245,0.44981412639405205,171,0.3361581920903955,268,0.5073194584517589,235,0.520746887966805,107,0.3049095607235142,108,0.19199427103911498,192,0.28940568475452194,200,0.32816901408450705,237
Chicago St.,ind,0.457388105456775,340,0.6868327402135231,92,0.5227882037533512,344,0.314453125,186,0.542783823498094,332,0.5737265415549598,244,0.3139178418148375,140,0.16121253259976423,330,0.34457388105456777,308,0.40021008403361347,350
Cincinnati,B12,0.3927272727272727,125,0.7155172413793104,209,0.4681753889674682,232,0.25699745547073793,9,0.48439096016343214,128,0.5671296296296297,226,0.3572727272727273,269,0.18263410561469423,244,0.31636363636363635,264,0.30416068866571017,153
Colgate,Pat,0.4230769230769231,255,0.667953667953668,36,0.46264744429882043,211,0.271356783919598,28,0.4837540429012231,127,0.5085995085995086,86,0.20686070686070687,1,0.1976196157976375,163,0.2692307692307692,146,0.27787307032590053,69
Coppin St.,MEAC,0.41762452107279696,237,0.7219917012448133,231,0.4718792866941015,248,0.2920634920634921,75,0.4947653994643665,169,0.5275229357798165,128,0.3017241379310345,97,0.19971608305962257,156,0.23084291187739464,53,0.3607085346215781,313
Davidson,A10,0.38235294117647056,79,0.7132867132867133,200,0.4144736842105263,52,0.28846153846153844,69,0.4621064022900231,55,0.3717948717948718,1,0.2549019607843137,14,0.2058440298300574,122,0.2803921568627451,172,0.31297709923664124,188
Dayton,A10,0.4424695977549111,319,0.673972602739726,51,0.4650856389986825,219,0.3870967741935484,333,0.5335068314899155,312,0.5095137420718816,89,0.2899906454630496,66,0.18004801280341426,261,0.3414405986903648,305,0.2608695652173913,31
Delaware St.,MEAC,0.49079089924160346,354,0.6728971962616822,45,0.568561872909699,352,0.3476923076923077,298,0.5716898029808487,355,0.5982339955849889,286,0.352112676056338,255,0.19026238695707556,205,0.23185265438786565,56,0.38762886597938145,343
Denver,Sum,0.43192064923354373,286,0.7692307692307693,336,0.46326276463262767,212,0.34967320261437906,303,0.5235581089321821,288,0.4989561586638831,69,0.27592425608656446,36,0.16316609368285345,323,0.2813345356176736,177,0.30500758725341426,154
Detroit,Horz,0.3774733637747336,59,0.7060301507537688,162,0.412348401323043,45,0.29975429975429974,116,0.46839744278500056,71,0.4959677419354839,65,0.3097412480974125,128,0.17276626002710932,295,0.3028919330289193,237,0.28208092485549136,79
Drake,MVC,0.4138198757763975,220,0.7528089887640449,309,0.45575757575757575,189,0.3390928725701944,275,0.5065884964567265,232,0.5347091932457786,143,0.359472049689441,277,0.18308844043522737,242,0.20729813664596272,21,0.2503276539973788,21
Drexel,CAA,0.4179278230500582,238,0.6820276497695853,75,0.45585874799357945,190,0.3177966101694915,201,0.4929385634062526,163,0.5292479108635098,132,0.27473806752037255,33,0.21213722058969195,104,0.25261932479627475,100,0.28488372093023256,93
Duquesne,A10,0.3910891089108911,113,0.7380281690140845,281,0.41708542713567837,59,0.34134615384615385,282,0.4940798128928519,167,0.5569620253164557,204,0.3432343234323432,223,0.16836858740578653,306,0.2929042904290429,210,0.2845953002610966,92
East Tennessee St.,SC,0.37486800422386485,53,0.626984126984127,1,0.41262135922330095,46,0.303951367781155,138,0.45751881120732024,40,0.4619718309859155,27,0.3474128827877508,238,0.19606651062406905,172,0.26610348468849,138,0.28391167192429023,89
Eastern Illinois,OVC,0.41577335375191427,231,0.6785714285714286,67,0.4480446927374302,163,0.34549878345498786,293,0.4984322104445308,189,0.5966850828729282,282,0.31470137825421135,145,0.1736867447779332,287,0.23583460949464014,67,0.30062111801242236,138
Eastern Kentucky,ASun,0.4117032392894462,209,0.7096774193548387,183,0.4508320726172466,176,0.32432432432432434,230,0.5048472654106456,219,0.5050761421319797,79,0.30929989550679204,125,0.23237854535242908,40,0.3239289446185998,281,0.2772963604852686,66
Eastern Michigan,MAC,0.4161735700197239,233,0.6879432624113475,95,0.4491017964071856,169,0.35260115606936415,309,0.5096302544636582,249,0.5687203791469194,232,0.34122287968441817,215,0.19574865025298924,173,0.2781065088757396,166,0.32854864433811803,240
Elon,CAA,0.39200761179828736,116,0.7296416938110749,247,0.4446064139941691,152,0.29315068493150687,81,0.48689801699716717,142,0.5533980582524272,195,0.3472882968601332,237,0.2007978006576465,151,0.2921027592768792,206,0.3523238380809595,299
Fairfield,MAAC,0.3498942917547569,8,0.6973684210526315,125,0.3832807570977918,7,0.28205128205128205,51,0.4454693635622731,17,0.5287009063444109,131,0.3298097251585624,179,0.22137933023738787,65,0.321353065539112,275,0.297339593114241,129
Florida Atlantic,Amer,0.3950617283950617,133,0.7007575757575758,142,0.42947903430749684,100,0.3170028818443804,196,0.47633902860433863,99,0.546875,171,0.30599647266313934,114,0.15424581912648155,343,0.2328042328042328,57,0.36639118457300274,322
FIU,CUSA,0.41083099906629317,198,0.6432291666666666,8,0.4493333333333333,170,0.32087227414330216,216,0.49598374141101326,180,0.4590909090909091,25,0.29971988795518206,90,0.22062151154020213,69,0.3585434173669468,328,0.29505813953488375,120
Fordham,A10,0.43947100712105797,310,0.6926406926406926,108,0.46808510638297873,231,0.3924731182795699,335,0.5393494615725033,327,0.6111111111111112,306,0.37843336724313326,320,0.23164546201581138,42,0.23499491353001017,62,0.30569948186528495,161
Cal St. Fullerton,BW,0.41434977578475335,224,0.75390625,311,0.4520547945205479,181,0.34285714285714286,288,0.50869961878075,244,0.5584415584415584,210,0.3452914798206278,229,0.2010880882965431,147,0.22959641255605381,50,0.32488822652757077,222
Gardner Webb,BSth,0.44298921417565484,320,0.7052401746724891,158,0.5022988505747127,326,0.32242990654205606,221,0.5371718950064021,323,0.5269565217391304,125,0.32973805855161786,178,0.15401800825942727,344,0.35285053929121724,318,0.3770913770913771,333
George Mason,A10,0.36514118792599803,22,0.6612377850162866,26,0.4294385432473445,99,0.25,5,0.4496248106842903,20,0.5333333333333333,142,0.35832521908471276,272,0.22532131619646953,56,0.29892891918208375,231,0.2971014492753623,127
Georgia St.,SB,0.4037460978147763,168,0.6928104575163399,109,0.44375,148,0.32398753894080995,227,0.4983388704318936,188,0.595360824742268,279,0.3340270551508845,191,0.20700037636432064,119,0.3184183142559833,268,0.3349673202614379,259
Gonzaga,WCC,0.4145367412140575,226,0.7147435897435898,207,0.4731051344743276,253,0.30414746543778803,140,0.5013388229874467,203,0.5260115606936416,123,0.3466453674121406,234,0.19052835201715337,204,0.24920127795527156,94,0.2724867724867725,56
Grand Canyon,WAC,0.3719626168224299,42,0.6875,94,0.40830945558739257,36,0.30376344086021506,136,0.4643782813849937,62,0.5175879396984925,103,0.34766355140186916,240,0.22024148831424573,73,0.2841121495327103,185,0.2737752161383285,60
Hampton,CAA,0.4110878661087866,199,0.7319277108433735,257,0.46779661016949153,230,0.319672131147541,208,0.5199259581881533,278,0.6183206106870229,313,0.38284518828451886,326,0.23841114520275314,28,0.3472803347280335,312,0.34523809523809523,278
High Point,BSth,0.41132075471698115,203,0.731638418079096,256,0.4375,125,0.35185185185185186,308,0.5120253997499506,255,0.5045871559633027,78,0.30566037735849055,113,0.1877388492477084,223,0.3339622641509434,296,0.3472222222222222,283
Hofstra,CAA,0.3639240506329114,20,0.6793103448275862,71,0.39313572542901715,18,0.30293159609120524,130,0.45555968761621424,38,0.5623188405797102,216,0.32383966244725737,165,0.20065398335315102,153,0.3059071729957806,244,0.3033175355450237,149
Houston Christian,Slnd,0.426264800861141,264,0.6730769230769231,47,0.45985401459854014,204,0.3319672131147541,258,0.502204331991566,209,0.5732323232323232,242,0.26264800861141013,21,0.15678034588653628,339,0.2798708288482239,171,0.36777583187390545,325
Illinois St.,MVC,0.39690721649484534,143,0.7133333333333334,201,0.4474393530997305,162,0.3080568720379147,155,0.48919753086419754,148,0.5692640692640693,234,0.36254295532646047,285,0.14960629921259844,348,0.25773195876288657,109,0.26855600539811064,44
Iowa,B10,0.38926174496644295,104,0.735973597359736,272,0.45036319612590797,174,0.2912621359223301,73,0.4805605296000868,112,0.5076628352490421,84,0.38404175988068606,328,0.1815335420691493,253,0.22595078299776286,42,0.24013921113689096,10
Jackson St.,SWAC,0.38011695906432746,65,0.7227722772277227,233,0.4237012987012987,81,0.26778242677824265,20,0.472013113161729,82,0.5415384615384615,159,0.2795321637426901,45,0.20188642677175528,140,0.3543859649122807,322,0.34782608695652173,286
Kansas,B12,0.4020442930153322,162,0.7467105263157895,299,0.4355444305381727,119,0.33066666666666666,253,0.49512142900838074,171,0.5233050847457628,115,0.3194207836456559,158,0.1850744036491438,234,0.25894378194207834,115,0.2956403269754768,122
Kansas St.,B12,0.3325102880658436,2,0.697452229299363,126,0.37894736842105264,5,0.2222222222222222,1,0.409042537467853,2,0.48514851485148514,51,0.2962962962962963,85,0.20503360436151713,123,0.2584362139917695,112,0.2571428571428571,28
